key,source,target
Content/4288906513,"It seems that Prophet's Rest is less a fortress and more an enclave or monastery. I suppose that would explain the name, now wouldn't it?

Yes as strange as it may sound, the natives have created a primitive religion centered around the ARK's obelisks. They pray three times a day, each time facing a different obelisk, and their robes bear a unique symbol - a three pointed star coloured red, green and blue. The blue obelisk appears to receive particular reverence due to is proximity. 

As charmingly ignorant as their superstitions may be, it's far from the most savage religion I've encountered. Besides, Prophet's Rest is in need of a doctor, and I am in need of supplies.",
Content/3029426414,"看来我们的一些邻居已经厌倦了我们的袭击。今天, 我接待了金箭部落的一位特使, 他提议在我们两个部落之间达成一项有利可图的贸易协定, 并警告我们绝不再来侵犯金箭队或其任何盟友的领土或车队。

我对贸易协定不感兴趣, 但我知道如何抓住机会。因此, 我没有马上接受, 而是提议我们要在中立地点来批准与他的部落领袖之间所达成的协议。

我计划得够久了。现在是新军继续前进的时候了。

盖尤斯·马塞勒斯·涅尔瓦

自律致胜",
Content/232045756,"应该可以的啊! 我在进行传送模拟时, 机甲的动力系统可以完美融合, 那为什么反应堆还会劈啪作响? 我遇到的错误完全无法理解, 但是如果我忽略它们的话, 融合可能导致核心熔化。

难以置信! 我是哪里搞砸了? 在这最关键的时刻? 

我以前可不会犯这样的错误, 但也可能是原版圣地亚哥比我强。如果我只是一个近似的退化体...不, 我要解决它。这是我一贯的作风。",
Content/3750344970,"我敲敲打打了好一阵子, 但是只要再花一点功夫, 我想我就能够让这个美人再次动起来。

而且, 要熟悉这套控制系统不会花费太多时间。很明显, 它们的设计是为了让任何都人能够进行最基础的操作, 哪怕那个人接触模拟器的时间还没超过一个小时, 但是这里还有好多高级的设置。

我很快就能够让它像一个五十吨的芭蕾舞演员那样翩翩起舞。这就足够让一个小女孩兴奋不已了。

圣地亚哥, 如果你现在在这里的话, 我真的想要亲你一口。你应得的绝对不只有我给你弄的这个坟墓, 所以为了向你表达敬意, 我会好好炫耀一下你最后的劳动结果的真正实力。希望你能看到。",
Content/2623378020,"花了不少时间, 不过我终于偷到了可以供我独自生存的补给和工具。把它们搬到这些像骆驼似的负重野兽身上真是个体力活, 但带着神器潜逃才是真正的挑战。

中心圣地总有人值班, 所以我仔细研究警卫们的轮班制度, 直到发现该在谁的杯子里下迷魂汤。即便如此我还是匆忙下手, 因为无论如何当祭司们一早集中祷告时, 这场惊天劫案必然会被发现。

唉, 到那时为时已晚! 艾德蒙 · 罗克韦尔爵士永远比他的对手们领先一步, 不止一步! 不, 我早已遥遥领先!",
Content/1009677244,"我花了好几个礼拜搜索, 不过我终于看到了瓦力·阿尔·奥斯瓦德一眼。今天早上当我发现一连串的雷击石时, 我就知道我离他很近了。果然, 下午的时候我就看到了几条双足飞龙和一名骑手。

那名龙骑士一定也看到我了, 因为很快飞龙就开始在我头顶盘旋。我朝他挥手并大声地到招呼, 甚至叫出了美盈的名字, 只为了以防万一。但是那名骑手没有任何回应, 飞龙重新排成一队飞走了。

看上去瓦力并不擅长社交, 但我不会就这样放他走的。",
Content/1339783033,"看来不是我找到了瓦力·阿尔·奥斯瓦德, 而是她先找到了我。

尽管把我送到这里的传送门在孤岛上没有搞出很大的动静, 但是显然在焦土这里闹得惊天动地。根据瓦力的说法, 她骑着飞龙很容易就找到了我, 并且自那以后就一直在跟踪我。我猜她过去会偶尔帮我一把并不是什么巧合。

当我告诉她关于方尖碑、守护者的事情, 甚至这片焦土实际上是一个巨大的宇宙空间站时, 她似乎并不惊讶。要么是她知道的事情比她说出来的要多, 要么就是多年来的生存经验已经让她不会再对任何事情感到惊讶了。",
Content/480560438,"它从没有正常过。永远都是超凡入圣的。永远是一个谜。

它的用途数不胜数。比钨还要硬。比铜还要用途广泛。在正确的形态下, 它发电和产生辐射的能力无可匹敌。因此这个东西会这么快地推广开来一点也不奇怪——撞击、发现、发明并生产。这一切发生地太快了。

过了好几年才最终有人注意到变化——在大灾变和我的前辈们崛起之后好久。那时候它的根系已经蔓延到了这个花园的每一个角落, 而它还在散播。复制着。侵染着。对它有用的东西都变成了它的影子。至于其他的东西, 它吞噬了它们。",
Content/4158410911,"现在还来得及放下我心中的怨恨。

这就是在妮达把我丢进了那个有落日的梦境世界中的时候, 那个天使告诉我的。

说到妮达, 我对于她强塞给我的幻象的反应很差, 这让她闹了好久的脾气。

我不理解为什么她希望我能赞赏她的所作所为。

我无法相信我自己的感官和记忆。

我怀疑自己是否从未逃离炼狱, 而这个环状的花园是否又只是另一个为我那万劫不复的灵魂所准备的刑具。

我躺在一片黑暗中, 头脑清醒, 害怕再次做梦, 并怀疑这个小姑娘是否是被派来折磨我的恶魔。

突然, 他的声音悄悄地在我耳边低语, 就是那个让我从创世系统中醒来, 并带我找到我的铠甲的那个声音。

他告诉我说, 天使在撒谎。",
Content/2877420045,"它起作用了。那个棱柱, 它起作用了, 但是我却犹豫了。现在我们只有两个人了。两个人, 其他人都死了。其他的所有人。

我是不是也要死了? 这是不是就是死亡的感觉? 这是不是就是我一直看到那个坟墓的原因? 那个坟墓, 一遍又一遍。坟墓, 王座和梯子。

那个梯子。我又一次看到了它。我还在攀爬, 穿过了云层, 直入星河。我想我看到了终点, 但是当我试着去抓下一级阶梯的时候, 我的手变成了灰尘。我想要尖叫, 但是我没发出任何声音。

我正在消逝。我看到了他们的脸。罗克韦尔, 拉亚, 戴安娜, 圣地亚哥, 美盈...我向他们伸出手。我必须找到可以抓住的东西。一定有什么东西可以让我抓住。不管是什么。

坟墓。那个坟墓!",
Content/1757013179,冷死了,
Content/152647826,这里好冷,
Content/124381723,只有一点点,
Content/2840151176,这是一次猎虫行动,
Content/1967347811,这是个不同的头盔!,
Content/392770620,这是个精美的帽子!,
Content/1204632269,这是个通用盔甲!,
Content/3645105333,"它是一个通用上古神器哦!
<RichColor Color=""1,0,0,1"">同一时间同一人最多可携带一个。</>",
Content/3143695428,这是一个通用消耗品!,
Content/1637517034,这是一个通用服装!,
Content/2752820999,这是一个通用资源!,
Content/1865981210,这是一个通用种子!,
Content/3681565432,这是一个通用皮肤!,
Content/1795516711,这是一个通用武器附件!,
Content/2780653626,"潜入被污染的前侧生态环让我感到心烦意乱已经算是比较低调的说法了。

我花了一辈子的时间试图模拟外星环境, 但是当我第一次真正地身临其中的时候, 我却等不及想要逃离那里。

我同时经历了恐慌症、恐外症和严重的眩晕。

就好像我身体里的每一个细胞都在尖叫着我不属于这里。

当我取好样品之后, 我就立刻返回了入口隧道, 想要赶紧离开那个鬼地方。

正是在那个时候我看到了一个那东西...

从远处看, 你可能会把它误认为是一只大猫: 猫科, 有掠食性。

但是它身上长着奇怪的羽毛状的棘刺, 就像是某种热带的有毒鱼类, 而它的目光中流露出一种诡异的警觉性。

当我绝望地摸索着寻找返回舱门的路线的时候, 我不敢断开我们的目光交流。

当我跳回隧道并封死舱口的时候, 第二和第三只生物出现在了我的视野边缘。",
Content/1705277125,"今天真是曲折不断。当时我偷偷溜到了某个角落正在思考问题, 美盈跟了过来想要和我谈谈, 主要是关于我们两个一直想要回避的那个话题。戴安娜。她说, 既然她揭了我的疤, 那么她也要把自己的疤给揭了。

这感觉不太公平。她抓弄那条项链的方式, 当她想起那个送她项链的女人的时候的笑容, 这其中有一种温柔, 她从没有向别的人或物展现过这种温柔。

要在这可能永远无法愈合的重创中坚持下来, 她的意志力一定非常惊人, 但是...

也许在困境中相互扶持就能一起前进, 也许只要我们互相支持, 我们就能够撑到最后。

最后, 美盈改变了她的选票, 同意我了。我们要跟着信号走。",
Content/293026509,"自从我上次记笔记已经过了好久了, 不是吗? 在空间站上经历了罗克韦尔变异的事件, 随后降临到这颗星球上又给了我一个打击, 现在我有一点萎靡不振。甚至连给我发现的新物种编目录也不能缓和我的思绪。

这里发生的事情实在太过疯狂, 以至于有些人认为我们先前所处的空间站是不是更加安全。说实话, 他们有可能是对的。也许这就是为什么我们一开始会被困在那些空间站上...

幸运的是, 圣地亚哥的计划让我们都有事情可以做。我对这些高科技几乎一窍不通, 更不要说那些该死的巨型机器人了, 但是在经历了那么多事情之后, 我欠这些人一个人情, 无论如何都要帮助他们。",
Content/1581580426,"蓝队对战红队! 时间耗尽时, 得分最高的队伍将赢得胜利。",
Content/2740571559,终于开始了。,
Content/625457867,"真有趣, 能够让美盈放松下来的唯一的东西居然还是和战斗有关。多多少少有关吧。

我说过我想讨论一下战术, 但是最终的结果都是我向她展示一些我为机甲设计出来的战术动作的绰号。“图鉴驱动”、“生化野兽炸弹”、“早安美盈”...这些战术称号可是很棒的!

我不敢相信她居然没有采纳任何一个, 但是至少这让她开心了一点。

有那么一会, 我们就好像回到了孤岛上一样, 一边把菜烧糊, 一边讨论迅猛龙的事。

该死, 当你用“美好的日子”来形容你被困在满是恐龙的孤岛上的生活的时候, 你就应该知道你的生活已经变得一团糟了, 是吧? 但是我们现在就是这样...",
Content/2004749917,"很难相信这真的是地球, 但是圣地亚哥给出了不可否认的证据。没有夜晚这一点让人不安, 除非你真的喜欢这种世界末日。地球的自转是减速了, 或者更糟糕, 完全停止了吗? 

不, 这不可能。要是大气层陷入混乱的话, 那么这些废弃的建筑就应该已经被风摧毁了, 而那些巨大的生物也不会在变化无常的海洋、极端的温度和弱化的磁场中存活下来。

但是, 如果我们头顶上方的所有空间站能够通过某种方式形成一道电磁屏障然后修复大气层...嗯, 现在什么事情是都有可能的。

也许这就是它们的真正目的, 或者这个烂摊子当初就是它们搞出来的。不管真相如何, 我必须要找到它。在我找到真相前, 我是绝对不会被什么怪物碾碎的。",
Content/2890985996,捕猎时间到! 这里满是泰克霸王龙。,
Content/2374851778,"太快了。他们找到我们的速度太快了!

还记得我们之前发现的那些大怪物吗, 就是那些当初促使我们发动这整个MEK机甲项目的那些家伙? 他们中有一些正在向欧米茄营地前进, 而且他们还带来了一队帮手——机器人、变异的动物和别的东西。

我们正在全力加速, 但是就算我们全天不休息的赶进度, 到时候我们也恐怕只能有一台功能完备MEK机甲能用来对抗它们。

顶多两台。其他的接近完工, 但是我们不能在最后的启动程序上偷工减料, 不然这会威胁到驾驶员的生命安全。我知道另外的三个人会乐意冒这个险, 但是我不会。

为什么要是现在? 再给我们半天的时间, 我们就能够完成连接了。我们已经快要完工了。",
Content/3847419137,"我不清楚这问题属于进化还是觉醒。意思是说, 我不确定这种紫色毒物变成吞噬一切的病毒这件事, 仅仅是偶然还是本就该如此。两种情况都有可能。

它是一种像星际花粉一样在宇宙间传播的传染病, 还是可以变异成灾祸的卓越资源? 我们的花园是被入侵了, 还是被其所有者的贪婪和野心扭曲了? 我不知道答案。我不确定这是否重要。

但显而易见的是, 它非常无情。它由本能和原始冲动——繁殖、饥饿感和仇恨——所驱使。而且其中最凸显的部分是仇恨。",
Content/2955309066,"其效见也 吾深信不疑 置海莲娜于中央坛台之上 后移数步 器械共鸣回响 水晶之光盛耀 洞内陈腐之气 遂暖和舒安也

海莲娜容体好转 汗不出 气息稳 耀闪光圈 似萤火之虫 浮游其睡姿之上 其体如往日之安详 室内皆有此效也 观海莲娜 吾心跳亦缓转静谧不动

不幸也 非一时得成之功 兽群猛追在后日渐趋近 吾需求多许时间",
Content/1499966716,我的脑子里在发痒!,
Content/2545819987,物品缓存,
Content/1950541725,物品描述,
Content/3252858063,物品名,
Content/1357944100,物品等级,
Content/2549330322,物品皮肤,
Content/1263765745,物品,
Content/800740494,物品(数量),
Content/3145457588,已收集物品,
Content/2595393334,伊万的船港,
Content/2113076166,象牙谷,
Content/2066831059,约翰·达奇亚,
Content/966318538,加入,
Content/1836869771,加入线上方舟,
Content/252396959,加入选中的游戏,
Content/2040839607,加入之前的服务器,
Content/2770084905,玩家加入提示:,
Content/3652232930,JOIN SCORCHED EARTH,
Content/482778117,JOIN THE ISLAND,
Content/2300323287,加入生存者,
Content/3946574337,跳跃,
Content/3141850058,跳跃: ,
Content/186609028,丛林生物群落开始:,
Content/3216535662,丛林草丛密度:,
Content/3779825746,丛林树木密度:,
Content/65552409,JURASSIC,
Content/484176055,就像一群邪恶的人,
Content/1755164234,南瓜灯泳裤,
Content/275439709,南瓜灯泳衣,
Content/476074380,南瓜灯花纹衬衫,
Content/2311615456,折刀冰川,
Content/2979953437,锯齿瞭望台,
Content/3605093077,投球!,
Content/1641550291,酋长河,
Content/2200966398,水母,
Content/273105775,水母,
Content/1694738874,水母泳裤,
Content/400746074,水母泳衣,
Content/2940910031,跳鼠泳裤,
Content/192220427,跳鼠泳衣,
Content/120308551,废弃之地,
Content/3899091936,厄运,
Content/484830113,厄运岬角,
Content/4130920596,乔安娜湾,
Content/2028851034,加入,
Content/3500179094,已加入蓝队,
Content/459475272,已加入红队,
Content/260706047,约顿海姆,
Content/2746239074,约顿海姆 (极度危险),
Content/3006280984,约顿海姆终端,
Content/2113532141,约顿海姆泰坦终端,
Content/3578157767,约顿谷,
Content/1783160654,同骑士决斗!,
Content/1327907281,竺碧丽溪,
Content/2857297041,跳,
Content/2658153034,"Jump
(Hold for Item Transfer)",
Content/2765490029,丛林,
Content/732479478,丛林 1 (推荐),
Content/2947361318,丛林 2 (推荐),
Content/1702798505,丛林 3 (推荐),
Content/1983438527,丛林崖脊,
Content/179697291,中部丛林,
Content/833306374,中部丛林海滩,
Content/2785017813,北部丛林,
Content/634750592,北部丛林海滩,
Content/2280700882,南部丛林,
Content/3201119665,南部丛林海滩,
Content/3388269428,丛林区 1,
Content/3678489754,丛林区 2,
Content/1677536255,丛林区 3,
Content/232323582,中部丛林 (中等),
Content/128212031,北部丛林 (中等),
Content/855122729,南部丛林 (中等),
Content/4271936042,蹦蹦跳跳呱呱呱,
Content/3602424654,"就在发生袭击之前, 我们的跨步者从高处发出了尖锐的警告声。

我很庆幸妮达有向我展示过该如何将我们坐骑的武器系统调整为待命模式, 如此一来当我们跌跌撞撞地寻找掩护的时候, 跨步者们就能够及时地朝着入侵的掠食者们开火。

我们四周都发生了爆炸, 一片片黏糊糊的地衣喷了我们一脸。

妮达开始朝着我们的右边跑, 然后改变主意, 转而弯腰躲回了左边。

她手脚并用地在脚下的泥土中挖掘着, 然后转头问我还愣着干什么。

我帮她撕开粘稠的淤泥垫, 露出一个隐藏的舱门, 就在这时, 那些袭击了我们的生物气势汹汹地爬到了我们上方的山脊上。

当它们发现我们时, 它们那怪异的、带刺的鬃毛兴奋地颤抖着。

妮达撬开了舱门, 我们跳进了地下的黑暗中。",
Content/4023254819,"希望那能奏效, 希望我有给欧米茄营地争取到一点时间。

无论你是谁, 也许你知道一切最终是否成功, 或是那些傻瓜们有没有齐心协力合作起来。

也许你甚至就在现场。

也许你有参与其中。

我就默认为你参与了, 如何? 

我只知道我自己是无法看到大结局了。

所以...谢啦, 朋友。

个人记录: 一会儿见, 戴。",
Content/2609812869,"就像平常钓鱼一样, 只是没有水...也很冷。运用你的钓竿和耐心, 尽可能的多抓鱼。",
Content/1384001032,"今, 吾为桔子说之, 寝于金匣也。吾睡甚好也。虽吾知, 此乃皆因吾可不受桔子之缠也。

吾今劳作, 若村人也。吾与其同食之, 与其同服之也。然, 吾仍惑其器, 吾知吾实乃外人也。然黄巾战中, 吾与村人之情, 亦实也。虽与吾战者乃同志, 其乃士也, 吾不然。若是此乃吾之位, 居无妨, 非坏也。",
Content/1014259125,"桔子曰: 其所求之物正于墟中。其墟虽离吾所居不远, 然当吾见其口中之墟, 吾实惊也。此竟是村中之居, 仅新旧之分。吾见旧与新之居所, 实惑也。

众怪至, 吾不暇居于墟上。桔子忙于求之物业。彼冲向吾, 咬牙而垂涎。与敖越之攻下, 吾尚能御之。然当桔子得其所物时, 吾等为怪之困矣。

吾逃时, 吾不得不使敖越蛰后以遏怪。此之吾耻也。吾闻其痛苦之嗥, 知其以其命救吾。善哉, 吾之忠友也。",
Content/2027429466,键盘设置,
Content/2962918018,"键盘
设置",
Content/3738370369,踢出,
Content/798453201,击杀:,
Content/280988619,凯鲁库群岛,
Content/3364531562,Kamaka,
Content/4064768810,卡玛卡冰湖,
Content/1999915845,卡西奥恩,
Content/1672455096,"当海豚伊可使用回声定位搜寻从海的另一边传来的声音时, 保证它的安全",
Content/1410173307,"使你清醒, 但会让你脱水。",
Content/585375180,"让你保持温暖, 但只提供很少的一点护甲。",
Content/4098129102,"可以提供少量的炎热和寒冷抗性, 同时提供少量防御。",
Content/4111532183,"不但可以让敌人身陷囹圄, 还可以用来赶牛。",
Content/3858713117,凯斯勒海滩 (简单),
Content/573207843,凯斯勒湾 (简单),
Content/2744830142,钥匙驱动器已满 - 存放您的钥匙!,
Content/489919436,吉里斯,
Content/696406108,饲料,
Content/3679534532,击杀,
Content/4047764158,击杀 +{1},
Content/1447710906,杀戮充能楼,
Content/958481405,杀死腐化化身以获取码钥,
Content/1259664041,杀死腐化化身!,
Content/2490611652,杀死敌人,
Content/1785002504,使用火焰击杀,
Content/2918473527,杀死罗克韦尔用病毒制造的超级召唤师!,
Content/1520141303,杀死目标,
Content/2373120346,杀死所有敌人以显示颜色序列,
Content/3652326071,杀死所有成群结队的SPECIESNAME,
Content/3643678621,杀死所有成群结队的影鬃,
Content/1895850368,杀死所有成群结队的刺面龙,
Content/3675813394,"杀死腐化化身, 捡起他们的码钥, 并且在破译机中存入足够多的码钥以进入下个阶段",
Content/2237500919,杀死猿狐和它的跟随者。,
Content/1564722640,杀死剩余的所有敌人。,
Content/3356981365,君王泰坦,
Content/3778531437,"君王泰坦

虽然他可以使用冲撞、咆哮或扫尾击飞他的敌人们, 还能够从天空召唤烈火炙烤对手, 但你最终还是成功击败了这位暗影之王。

不管他拥有多少腐化仆从或是无视多少武器的攻击, 他仍然无法打败你。因为你肩负了全人类的希望, 是它给了你屡败屡战的坚韧。",
Content/2757663460,君王泰坦旗帜,
Content/518994905,君王泰坦终端,
Content/3438887209,月球之王,
Content/3714449717,弑君者,
Content/4179230700,击飞,
Content/1279102050,把敌人顶下他们的坐骑! 骑乘时才可使用。,
Content/4029949367,拥抱湖,
Content/3774740992,科特斯海岸 (困难),
Content/639338009,已着陆,
Content/14671761,正在着陆,
Content/1705652212,地貌半径: ,
Content/3596870136,纵坐标,
Content/4036153953,正在启动,
Content/1450171713,产蛋间隔: ,
Content/2690433794,左键: 兽群攻击,
Content/2236688401,排行榜,
Content/1004995917,学习印痕技能,
Content/4133334922,离开联盟,
Content/2618450428,离开部落,
Content/92668951,腿部长度,
Content/935839039,腿部,
Content/2153368792,等级太高,
Content/2900658696,等级: ,
Content/1371723001,光晕效果: ,
Content/2039511817,LIGHT SHAFTS,
Content/3286649952,光线效果: ,
Content/1693847625,有限招募,
Content/3595652095,加载,
Content/1325128046,加载角色预设,
Content/3380418882,加载预设,
Content/1752313803,加载收藏,
Content/3516831011,加载图画,
Content/312453521,"加载该类型
已保存的图画",
Content/645156875,加载预设,
Content/213109714,正在加载图画,
Content/2806870962,本地聊天: ,
Content/956608474,横坐标,
Content/3142091224,向下看:,
Content/2892149475,水平灵敏度: ,
Content/1108485328,垂直灵敏度: ,
Content/557640700,向上看:,
Content/2021567697,"失落之岛:
探索失落之岛霄汉的高空以及深邃的低谷吧! 三种强大的全新的生物可供你驯服! 快来发现由巨大瀑布滋养的丛林山谷, 在高大的森林树冠上建造树屋, 在红树林沼泽里跌打翻滚, 在清凉的水下深潜, 勇敢地挑战险峻的雪峰, 又或是在未知的洞穴中寻宝...总会有一款适合你!",
Content/261171664,生命值较低,
Content/2327199955,低质量关卡串流; ,
Content/1592241907,下臂,
Content/2176531387,下颚大小,
Content/3649795915,小腿,
Content/276511269,月球生态圈,
Content/1402998421,标签,
Content/3949726096,梯子,
Content/2549060143,掩藏洞穴,
Content/3004913703,众神之湖,
Content/3322978516,颤抖湖,
Content/89226858,沃格斯湖,
Content/2998869005,落地中,
Content/2712319703,灯笼之路,
Content/969030823,Lap,
Content/2365025690,Large Cactus,
Content/3596134976,大型金属标志牌,
Content/3555643757,大型标志,
Content/954244273,大型木制标志牌,
Content/1960546218,Laser,
Content/1820080196,套索,
Content/431272063,最后发现的踪迹,
Content/2856143288,侧角,
Content/3865549516,大笑,
Content/549094323,火山生态圈,
Content/1066327817,火山生态圈高地,
Content/2077903510,熔岩洞,
Content/2101275470,Lava Elemental Arena,
Content/1540803218,熔岩峡谷,
Content/3731835836,火山岛 (困难),
Content/311298390,熔岩湖,
Content/309466085,火山绿洲洞穴,
Content/725468730,熔岩洞,
Content/2239844071,岩爪小溪,
Content/1159556961,躺在,
Content/3654707526,头领已死亡,
Content/3589818542,破釜酒吧,
Content/863636888,信仰之跃,
Content/134156963,Leave Me Alone,
Content/3120837965,水蛭,
Content/3605399599,水蛭血 / 角,
Content/3225951880,被水蛭吸住了,
Content/2757427284,被水蛭吸住了!,
Content/570387594,传说,
Content/1991431087,腿部,
Content/1794130742,"杀伤力较其他箭较小, 但会迅速使敌人眩晕。",
Content/813899185,小奥菲利亚,
Content/3318471538,等级 {1},
Content/4246946152,莱文湖,
Content/2030491433,李维的椅子,
Content/1149388659,"兽林女王, 李美盈。这就是我敌人的大名。这是一个我已经厌倦的名字, 但是不久之后我将永远不会再次听到它了。

事实证明, 她是一个不属于任何部落的雇佣兵, 绘鲨部落也不例外。所以令人欣慰的是, 我实际上不需要击败她。我只需要让她脱离她的雇主就行了, 对此我很擅长。我的胜利之种已经埋下了。

盖尤斯·马塞勒斯·涅尔瓦

自律致胜",
Content/3579956157,利比泻湖,
Content/4111687928,生命保障,
Content/791122558,救生舱,
Content/2907837722,"这艘船上的生活就是无休止的、单调的例行公事。

在这里的所有人都是被当做工蜂而被培养起来的, 我们的职责就是照料这个承载着休眠中的殖民者的蜂巢。

我们被告知, 当他们开始苏醒并为着陆开始做准备的时候, 所有的东西都要准备妥当。所以我日复一日地为了人类的利益而检修毛细管灌溉系统、监控大气中微量气体的流动。

我知道光是我还能够活着这一点就应该让我感激涕零了, 要知道我们家园上的所有生命体都灭绝了。

但我也知道我不可能是船员中唯一一个幻想过通过装死来摆脱这枯燥的日常的人。

哪怕这意味着我的下半辈子都要躲藏在上层结构中, 但至少那样我也是在为自己而活。

我想我是真够可怜的。",
Content/3234288985,"我在刺眼的光线中苏醒过来。

在一阵虚弱感和逐渐增强的绝望感中, 我拔掉了阻塞着我的气管的几根管子。

在我快要溺毙在粘稠的血浆里的时候, 一个盖子打开了, 我便从金属茧里掉了出去, 令人难以适应的强光刺得我睁不开眼睛。

一个菱形的东西从我前臂的肉里突了出来。

我不明白, 片刻之前我还在一个被怪物侵占的来世之地中。

而现在我在某个由金属做成的护理所中, 这里全是和我刚刚离开的那个金属茧一样的东西。

我擦拭着一个又一个的茧上的玻璃, 看到茧里的人漂浮在液体中, 身上穿插着各种管子和线。

这是什么地方, 我怎么会到这里来? 

然后有一个声音在我的脑海中响起, 指引我穿上了一套超自然的盔甲。

我穿上它, 那个声音说: ""现在去找她。""",
Content/4148485466,死水湖,
Content/717901707,你可以使用这个皮肤来改变火把的外观。用这个火炬皮肤照亮沙漠的夜晚!,
Content/3466814362,你可以使用这个皮肤来改变信号枪的外观。用这些自由烟花点亮天空!,
Content/2590860100,"点燃目标, 也可引燃油浆。",
Content/3543609366,"点燃目标, 也能点燃油污。可以从弹道炮塔或弹射器上发射。",
Content/291226236,林德约德洞穴,
Content/503238194,林德约德森林,
Content/2014282172,林德约德湖,
Content/2313879271,链接的控制台太远了,
Content/1664294528,滑齿龙鞍[Liopleurodon Saddle],
Content/3063251831,Liquefied Bronto,
Content/146101999,Liquefied Giganotosaurus,
Content/1316215159,Liquefied Jerboa,
Content/4206413469,Liquefied Quetzal,
Content/2345788579,Liquefied Raptor,
Content/3713078406,Liquefied Rex,
Content/3550789119,Liquefied Stego,
Content/1550436898,Liquefied Trike,
Content/666003174,Liquefied Wyvern,
Content/1137072074,小妹妹,
Content/516663461,小雪山顶,
Content/3984668395,活水湖,
Content/3205970130,装备配置台快捷显示栏,
Content/3248305735,装备配置台快捷栏,
Content/3091834474,装备配置台快捷栏,
Content/1304244584,未设置目的地,
Content/1017921386,水怪寻踪,
Content/479626896,伶仃岛,
Content/1555161133,远,
Content/3879518741,长岛,
Content/3749641893,过长的物品名称可能会分行,
Content/781027626,瞭望岭,
Content/624368790,你可以使用这个皮肤来改变上衣的外观使其变成难看的节日毛衣。看起来有人想要一顿完美的假日晚餐。,
Content/3240564230,"看来我们及时赶到了。我原路返回去看了一眼地表, 外面大火肆虐。这不是比喻, 它真的是在燃烧。

我猜测是漏过结界的辐射和太阳光线把它变成一个烈焰地狱。这绝对不是你见到的情况, 所以我们打算继续深入这些洞穴。

好消息是它们比我们预想中的要大得多。我们应该能够建立一个相当完备的行动基地, 在那之后...最好不要想太远。昂首挺胸向前看吧, 士兵。",
Content/3980784439,松动的水晶,
Content/3981220681,松散岩脊,
Content/3643708852,藏宝箱,
Content/2230844062,收下吧!,
Content/3599243086,战利品箱,
Content/2410768332,"来自四面八方的孤魂, 穿过沙漠, 匍伏在诺斯蒂的大门前。我坚决不肯驱逐那些对我们无害的人们, 但我清楚意识到, 这意味着又有更多张嘴要喂。

诺斯蒂的田地变成了最贵重的财产。幸运的是, 吉里什的设计和我对劳力和资源的管理再次体现了价值。我们不仅建造了一个高效的灌溉系统, 而且还把我们的庄稼包裹在一个由一种叫做“玻璃”的透明物质构成的保护型建筑物中。

每天早上, 它如同一个巨大的宝石, 闪烁着太阳神的光。它提醒着我们一个道理: 只要心向一处, 就能完成壮举。",
Content/1502664199,"Lost souls from all across the desert continue to prostrate themselves before Nosti's gates. I adamantly refuse to turn away anyone that does not mean us any harm, but I realize that has left us with many mouths to feed.

As a result, Nosti's fields are its most valuable asset. Fortunately, Girisha's designs and my organization of labor and resources have once again proven effective. Not only did we implement an efficient irrigation system, but we have encased our crops in a large, protective structure made of a clear, shiny substance called ""glass.""

Every morning, it sparkles with Amun-Ra's light like a great gem, a beautiful reminder of what we can accomplish when we are united in purpose.",
Content/3029594600,失落之岛,
Content/2633829208,爱的枷锁,
Content/2979993132,低,
Content/1703374715,低 (14 KB/s),
Content/3073736501,"低质量 - (推荐 GTX 660)
中质量 - (推荐 GTX 770)
高质量 - (推荐 GTX 970)",
Content/3041403584,克雷格低地,
Content/1646888948,丘陵地区,
Content/917293529,下层蘑菇森林 (中等),
Content/1280441009,尖顶下方,
Content/317266300,底层维克那,
Content/652771174,"值越低代表恐龙的交配间隔
越短(例: 0.5可以使间隔
减少50%)",
Content/1460102601,"宁静平原南部, 80% 风速",
Content/3183328364,低地,
Content/1886867624,低地径流,
Content/55572406,夜光沼泽,
Content/1205003556,月球 [非常困难],
Content/415843139,"等级 {1}, {0}",
Content/2276425828,林格巴克,
Content/3796185372,制作配方,
Content/3350580116,管理联盟,
Content/1129682007,"管理群组
部落等级",
Content/1975304153,管理部落群组,
Content/4213423520,地图,
Content/1017750984,地图种子:,
Content/4220245460,地图设置,
Content/2868506474,地图:,
Content/3973535715,地图,
Content/4233873478,标记名称,
Content/2268686439,主音量:,
Content/1058145281,交配间隔:,
Content/3526758833,母系,
Content/2697825694,MAULING,
Content/911322460,群组最高踢出等级,
Content/964270514,群组最高降级等级,
Content/3034716900,部落成员上限数:,
Content/4082952938,群组最高升级等级,
Content/3002853984,出生点最大高度:,
Content/3507637566,最高难度:,
Content/2189217028,中等,
Content/2667139824,MEDIUM PRESET,
Content/84026728,李美盈,
